,ZipCode,Issue Reported,Longitude,Status Date
12265,78712,Traffic Hazard,-97.764961,03/15/2019 08:10:04 PM +0000
12266,78712,Crash Urgent,-97.746944,03/16/2019 04:30:06 AM +0000
12278,78722,Traffic Hazard,-97.692193,03/13/2019 03:45:04 AM +0000
12279,78723,COLLISION,-97.61859799999999,03/13/2019 05:05:04 PM +0000
12280,78756,Traffic Hazard,-97.729013,03/13/2019 05:05:04 PM +0000
12281,78712,Traffic Hazard,-97.715192,03/15/2019 12:15:05 AM +0000
12282,78741,Crash Service,-97.693678,03/15/2019 02:45:04 AM +0000
12283,78712,Traffic Hazard,-97.70219399999999,03/15/2019 02:45:04 AM +0000
12284,78756,Traffic Hazard,-97.74928299999999,03/15/2019 05:10:04 PM +0000
12285,78729,Traffic Hazard,-97.775717,03/15/2019 05:25:04 PM +0000
12286,78712,Traffic Hazard,-97.754271,03/15/2019 05:45:05 PM +0000
12287,78712,Crash Urgent,-97.741248,03/15/2019 08:30:05 PM +0000
12288,78756,Traffic Hazard,-97.783326,03/15/2019 08:30:05 PM +0000
12289,78749,Traffic Hazard,-97.840023,03/16/2019 04:55:04 AM +0000
12304,78728,zSTALLED VEHICLE,-97.721083,03/13/2019 03:40:05 AM +0000
12305,78701,Crash Urgent,-97.756006,03/13/2019 05:15:05 PM +0000
12306,78751,Crash Urgent,-97.702872,03/13/2019 05:20:05 PM +0000
12307,78756,Crash Urgent,-97.74421099999999,03/14/2019 11:25:04 PM +0000
12308,78701,Traffic Hazard,-97.779348,03/15/2019 02:25:04 AM +0000
12309,78701,Crash Urgent,-97.73600400000001,03/15/2019 06:20:05 AM +0000
12310,78742,COLLISION,-97.637844,03/15/2019 08:40:04 PM +0000
12311,78701,Crash Urgent,-97.720396,03/15/2019 08:55:04 PM +0000
12312,78742,zSTALLED VEHICLE,-97.626292,03/16/2019 01:25:04 AM +0000
12328,78739,LOOSE LIVESTOCK,-97.957171,03/13/2019 04:00:07 AM +0000
12329,78730,Crash Urgent,-97.847088,03/13/2019 06:45:05 PM +0000
12330,78712,Traffic Hazard,-97.737369,03/14/2019 10:40:19 PM +0000
12331,78757,Traffic Hazard,-97.731554,03/14/2019 10:55:03 PM +0000
12332,78733,COLLISION WITH INJURY,-97.861416,03/14/2019 11:10:04 PM +0000
12333,78712,Traffic Hazard,-97.716909,03/14/2019 11:20:05 PM +0000
12334,78712,Crash Service,-97.74555699999999,03/15/2019 12:15:05 AM +0000
12335,78701,Traffic Hazard,-97.697574,03/15/2019 02:30:06 AM +0000
12336,78748,TRFC HAZD/ DEBRIS,-97.811403,03/15/2019 08:40:04 PM +0000
12337,78751,Traffic Hazard,-97.716941,03/15/2019 08:55:04 PM +0000
12338,78757,Crash Urgent,-97.715424,03/15/2019 09:05:04 PM +0000
12339,78733,TRFC HAZD/ DEBRIS,-97.865638,03/16/2019 01:55:04 AM +0000
12354,78739,COLLISION WITH INJURY,-97.95654,03/13/2019 04:40:04 AM +0000
12355,78742,COLLISN/ LVNG SCN,-97.554698,03/13/2019 04:40:04 AM +0000
12356,78741,Traffic Hazard,-97.69783000000001,03/13/2019 05:20:04 AM +0000
12357,78756,Crash Service,-97.729095,03/13/2019 05:00:07 PM +0000
12358,78742,COLLISION,-97.631072,03/14/2019 11:00:08 PM +0000
12359,78752,Crash Service,-97.697787,03/14/2019 11:15:05 PM +0000
12360,78712,Crash Service,-97.710986,03/15/2019 12:10:04 AM +0000
12361,78756,zSTALLED VEHICLE,-97.703748,03/15/2019 02:45:04 AM +0000
12362,78712,Crash Urgent,-97.73142800000001,03/15/2019 09:15:05 PM +0000
12363,78703,Crash Service,-97.82422199999999,03/15/2019 09:25:04 PM +0000
12364,78712,Crash Urgent,-97.76501800000001,03/15/2019 10:00:07 PM +0000
12365,78712,Crash Service,-97.734205,03/16/2019 01:50:05 AM +0000
12377,78742,TRFC HAZD/ DEBRIS,-97.567961,03/13/2019 04:40:04 AM +0000
12378,78701,Traffic Hazard,-97.759622,03/14/2019 10:50:05 PM +0000
12379,78745,Crash Urgent,-97.793672,03/14/2019 11:15:05 PM +0000
12380,78729,Traffic Hazard,-97.76785600000001,03/14/2019 11:25:04 PM +0000
12381,78757,zSTALLED VEHICLE,-97.776937,03/15/2019 02:50:04 AM +0000
12382,78728,COLLISION,-97.69444399999999,03/15/2019 02:50:04 AM +0000
12383,78742,Traffic Hazard,-97.683706,03/15/2019 03:30:05 AM +0000
12384,78712,Crash Urgent,-97.731486,03/15/2019 08:40:04 PM +0000
12385,78712,Traffic Hazard,-97.737205,03/16/2019 01:15:04 AM +0000
12386,78712,Crash Urgent,-97.734151,03/16/2019 02:15:04 AM +0000
12406,78729,COLLISION,-97.74368,03/13/2019 04:50:04 AM +0000
12407,78734,COLLISION/PRIVATE PROPERTY,-98.06345300000001,03/14/2019 11:00:08 PM +0000
12408,78701,Crash Service,-97.71233199999999,03/15/2019 06:20:05 AM +0000
12409,78742,COLLISION,-97.611818,03/15/2019 08:45:04 PM +0000
12410,78712,Crash Service,-97.734205,03/16/2019 01:40:04 AM +0000
12411,78712,Crash Urgent,-97.752116,03/16/2019 02:50:05 AM +0000
12412,78729,Crash Urgent,-97.78515,03/16/2019 03:00:03 AM +0000
12427,78739,LOOSE LIVESTOCK,-97.95654,03/13/2019 04:40:04 AM +0000
12428,78729,zSTALLED VEHICLE,-97.81779399999999,03/14/2019 11:20:05 PM +0000
12429,78728,Traffic Hazard,-97.705414,03/14/2019 11:20:05 PM +0000
12430,78701,Crash Urgent,-97.710404,03/15/2019 12:15:05 AM +0000
12431,78729,Traffic Hazard,-97.793502,03/15/2019 03:30:05 AM +0000
12432,78712,Crash Service,-97.731486,03/15/2019 08:50:06 PM +0000
12433,78712,Crash Urgent,-97.743709,03/15/2019 09:20:05 PM +0000
12434,78745,Crash Service,-97.805863,03/15/2019 09:25:04 PM +0000
12435,78751,Traffic Hazard,-97.663751,03/16/2019 02:15:04 AM +0000
12436,78751,Crash Urgent,-97.667152,03/16/2019 02:30:05 AM +0000
12437,78712,Crash Service,-97.737309,03/16/2019 04:20:05 AM +0000
12449,78752,Traffic Hazard,-97.691773,03/13/2019 04:55:03 AM +0000
12450,78712,Crash Urgent,-97.703688,03/14/2019 11:35:05 PM +0000
12451,78721,Crash Service,-97.642092,03/14/2019 11:35:05 PM +0000
12452,78721,Crash Urgent,-97.641285,03/14/2019 11:45:04 PM +0000
12453,78754,COLLISION,-97.572295,03/14/2019 11:55:03 PM +0000
12454,78712,Crash Urgent,-97.73219300000001,03/15/2019 12:35:05 AM +0000
12455,78729,Crash Service,-97.790973,03/15/2019 04:05:03 AM +0000
12456,78751,Traffic Hazard,-97.705467,03/15/2019 09:10:04 PM +0000
12457,78729,Crash Urgent,-97.76605699999999,03/16/2019 01:50:05 AM +0000
12465,78754,COLLISION,-97.559085,03/14/2019 11:45:04 PM +0000
12466,78728,COLLISION/PRIVATE PROPERTY,-97.665578,03/15/2019 09:30:05 PM +0000
12467,78712,zSTALLED VEHICLE,-97.730501,03/15/2019 09:45:04 PM +0000
12468,78742,Crash Urgent,-97.639579,03/15/2019 10:00:07 PM +0000
12469,78756,Crash Urgent,-97.716875,03/15/2019 10:30:05 PM +0000
12470,78712,zSTALLED VEHICLE,-97.74123900000001,03/16/2019 02:40:04 AM +0000
12481,78747,LOOSE LIVESTOCK,-97.67809100000001,03/14/2019 11:40:04 PM +0000
12482,78754,LOOSE LIVESTOCK,-97.537426,03/14/2019 11:45:04 PM +0000
12483,78754,COLLISION,-97.579001,03/14/2019 11:50:04 PM +0000
12484,78712,Crash Service,-97.74203399999999,03/14/2019 11:50:04 PM +0000
12485,78722,Crash Service,-97.66799999999999,03/15/2019 12:10:04 AM +0000
12486,78701,Crash Urgent,-97.71233199999999,03/15/2019 04:30:05 AM +0000
12487,78701,Traffic Hazard,-97.750426,03/15/2019 09:25:04 PM +0000
12488,78751,Crash Urgent,-97.68961800000001,03/15/2019 10:55:03 PM +0000
12489,78701,Traffic Hazard,-97.755821,03/16/2019 02:40:04 AM +0000
12490,78728,Traffic Hazard,-97.711855,03/16/2019 02:45:05 AM +0000
12503,78712,Crash Service,-97.73315,03/14/2019 11:45:04 PM +0000
12504,78756,Crash Urgent,-97.798069,03/15/2019 09:45:04 PM +0000
12505,78701,Crash Urgent,-97.771638,03/16/2019 03:25:03 AM +0000
12519,78752,Traffic Hazard,-97.683433,03/15/2019 12:10:04 AM +0000
12520,78645,COLLISION WITH INJURY,-97.960033,03/15/2019 12:35:05 AM +0000
12521,78701,zSTALLED VEHICLE,-97.713864,03/15/2019 09:35:07 PM +0000
12522,78757,Crash Service,-97.717624,03/15/2019 09:35:07 PM +0000
12523,78701,Crash Service,-97.785725,03/15/2019 09:40:04 PM +0000
12525,78712,Traffic Hazard,-97.708178,03/15/2019 10:00:07 PM +0000
12526,78712,Traffic Hazard,-97.716626,03/15/2019 10:05:03 PM +0000
12527,78712,Crash Urgent,-97.726164,03/15/2019 10:55:03 PM +0000
12528,78712,Crash Service,-97.738788,03/16/2019 01:45:05 AM +0000
12529,78733,TRFC HAZD/ DEBRIS,-97.92914300000001,03/16/2019 04:00:08 AM +0000
12539,78742,Traffic Hazard,-97.64585500000001,03/15/2019 10:15:05 PM +0000
12540,78751,zSTALLED VEHICLE,-97.69766700000001,03/15/2019 10:25:04 PM +0000
12541,78752,Traffic Hazard,-97.676482,03/15/2019 10:50:04 PM +0000
12542,78701,Crash Urgent,-97.792383,03/15/2019 10:55:03 PM +0000
12543,78712,Traffic Hazard,-97.748001,03/15/2019 11:10:06 PM +0000
12544,78712,Traffic Hazard,-97.74317099999999,03/16/2019 03:00:03 AM +0000
12553,78756,Traffic Hazard,-97.74395,03/15/2019 11:00:08 PM +0000
12554,78729,Crash Urgent,-97.725922,03/16/2019 03:15:05 AM +0000
12563,78729,Traffic Hazard,-97.729263,03/15/2019 10:20:04 PM +0000
12564,78701,Traffic Hazard,-97.769234,03/15/2019 10:35:05 PM +0000
12565,78701,Crash Urgent,-97.711108,03/15/2019 11:00:08 PM +0000
12566,78728,Crash Urgent,-97.67309300000001,03/15/2019 11:05:04 PM +0000
12567,78728,Crash Urgent,-97.672423,03/16/2019 12:30:04 AM +0000
12568,78751,zSTALLED VEHICLE,-97.689662,03/16/2019 03:25:03 AM +0000
12578,78726,Crash Urgent,-97.854068,03/15/2019 10:55:03 PM +0000
12579,78730,COLLISION,-97.866917,03/15/2019 11:30:05 PM +0000
12580,78741,Crash Urgent,-97.741897,03/15/2019 11:40:05 PM +0000
12581,78728,Crash Urgent,-97.673816,03/16/2019 03:45:05 AM +0000
12597,78742,COLLISION,-97.635032,03/15/2019 10:50:04 PM +0000
12598,78748,Crash Urgent,-97.83046,03/15/2019 11:00:08 PM +0000
12599,78712,Crash Service,-97.78191,03/15/2019 11:30:05 PM +0000
12600,78712,Crash Service,-97.732607,03/16/2019 04:10:04 AM +0000
12610,78729,Traffic Hazard,-97.749638,03/15/2019 11:10:06 PM +0000
12611,78751,zSTALLED VEHICLE,-97.703705,03/16/2019 04:25:04 AM +0000
12612,78729,Crash Urgent,-97.736062,03/16/2019 06:15:05 AM +0000
12627,78741,Traffic Hazard,-97.768648,03/15/2019 11:00:08 PM +0000
12628,78751,zSTALLED VEHICLE,-97.706085,03/16/2019 04:35:04 AM +0000
12637,78712,Crash Urgent,-97.748804,03/16/2019 12:40:04 AM +0000
12638,78751,Crash Service,-97.702239,03/16/2019 05:00:07 AM +0000
12647,78757,Crash Urgent,-97.75986999999999,03/15/2019 11:05:04 PM +0000
12648,78703,COLLISION,-97.827827,03/15/2019 11:15:05 PM +0000
12649,78701,zSTALLED VEHICLE,-97.75355400000001,03/15/2019 11:30:05 PM +0000
12650,78748,Crash Service,-97.799554,03/16/2019 12:30:04 AM +0000
12651,78712,Crash Service,-97.745475,03/16/2019 05:10:04 AM +0000
12652,78748,Traffic Hazard,-97.789878,03/16/2019 05:35:04 AM +0000
12653,78712,Crash Urgent,-97.738939,03/16/2019 05:40:05 AM +0000
12668,78701,COLLISN/ LVNG SCN,-97.80130600000001,03/16/2019 05:30:04 AM +0000
12674,78712,Traffic Hazard,-97.72578399999999,03/16/2019 05:45:04 AM +0000
12683,78721,COLLISION WITH INJURY,-97.632933,03/16/2019 06:40:03 AM +0000
12694,78748,LOOSE LIVESTOCK,-97.715195,03/16/2019 06:10:04 AM +0000
12695,78701,Crash Service,-97.757738,03/16/2019 06:55:03 AM +0000
12696,78748,COLLISION WITH INJURY,-97.75626199999999,03/16/2019 07:00:07 AM +0000
12705,78712,Crash Service,-97.72738000000001,03/16/2019 06:40:03 AM +0000
12709,78712,Crash Urgent,-97.741929,03/16/2019 05:55:06 AM +0000
12715,78748,Crash Urgent,-97.80355300000001,03/16/2019 06:25:04 AM +0000
12716,78741,Traffic Hazard,-97.722054,03/16/2019 06:55:03 AM +0000
12723,78712,Crash Service,-97.741504,03/16/2019 06:30:05 AM +0000
12731,78712,Crash Service,-97.697457,03/16/2019 07:10:04 AM +0000
12737,78729,Crash Service,-97.741904,03/16/2019 06:50:05 AM +0000
12738,78751,zSTALLED VEHICLE,-97.67843,03/16/2019 06:55:03 AM +0000
12739,78701,Crash Urgent,-97.717244,03/16/2019 07:55:03 AM +0000
45814,78701,Crash Urgent,-97.73600400000001,03/16/2019 07:15:05 AM +0000
45925,78748,COLLISION WITH INJURY,-97.732974,03/16/2019 09:25:04 AM +0000
46195,78701,Crash Urgent,-97.733695,03/16/2019 07:55:03 AM +0000
46340,78742,LOOSE LIVESTOCK,-97.621263,03/16/2019 08:40:04 AM +0000
46725,78712,Traffic Hazard,-97.714115,03/16/2019 09:05:05 AM +0000
46898,78712,Crash Service,-97.735822,03/16/2019 09:15:04 AM +0000
46985,78751,zSTALLED VEHICLE,-97.705501,03/16/2019 09:40:05 AM +0000
47321,78751,zSTALLED VEHICLE,-97.70472600000001,03/16/2019 11:10:04 AM +0000
47322,78712,Crash Urgent,-97.761418,03/16/2019 12:35:06 PM +0000
47323,78712,zSTALLED VEHICLE,-97.712098,03/16/2019 12:55:04 PM +0000
47336,78721,Traffic Hazard,-97.66479100000001,03/16/2019 01:30:06 PM +0000
47349,78712,Crash Urgent,-97.74127,03/16/2019 12:10:04 PM +0000
47350,78739,COLLISION WITH INJURY,-97.952893,03/16/2019 01:25:03 PM +0000
47511,78742,COLLISION,-97.59564300000001,03/16/2019 01:00:07 PM +0000
47538,78701,Traffic Hazard,-97.769947,03/16/2019 02:10:04 PM +0000
47569,78741,Crash Urgent,-97.70793499999999,03/16/2019 02:55:04 PM +0000
47652,78701,Traffic Hazard,-97.785953,03/16/2019 03:05:04 PM +0000
47653,78741,Crash Service,-97.728055,03/16/2019 03:25:04 PM +0000
47696,78712,Crash Service,-97.719374,03/16/2019 02:55:04 PM +0000
47707,78728,TRFC HAZD/ DEBRIS,-97.671992,03/16/2019 02:40:05 PM +0000
47730,78756,Traffic Hazard,-97.726336,03/16/2019 02:45:05 PM +0000
47734,78712,Crash Service,-97.741845,03/16/2019 03:15:05 PM +0000
47924,78752,COLLISION,-97.593209,03/16/2019 03:30:04 PM +0000
48066,78712,Crash Urgent,-97.710202,03/16/2019 03:20:05 PM +0000
48077,78712,Crash Urgent,-97.710202,03/16/2019 04:25:03 PM +0000
48137,78712,Crash Service,-97.735027,03/16/2019 03:15:05 PM +0000
48399,78742,COLLISION,-97.60023000000001,03/16/2019 04:10:04 PM +0000
48568,78742,TRFC HAZD/ DEBRIS,-97.583003,03/16/2019 03:35:05 PM +0000
48622,78728,TRFC HAZD/ DEBRIS,-97.647863,03/16/2019 03:45:05 PM +0000
48841,78748,Crash Urgent,-97.79136700000001,03/16/2019 05:15:05 PM +0000
49705,78701,Crash Urgent,-97.803668,03/16/2019 04:40:04 PM +0000
49719,78752,zSTALLED VEHICLE,-97.654986,03/16/2019 05:40:04 PM +0000
49901,78751,Traffic Hazard,-97.70148499999999,03/16/2019 04:45:04 PM +0000
49914,78747,TRFC HAZD/ DEBRIS,-97.695173,03/16/2019 04:55:04 PM +0000
49915,78701,Crash Urgent,-97.803668,03/16/2019 05:00:06 PM +0000
49916,78721,Crash Service,-97.63023000000001,03/16/2019 08:00:08 PM +0000
50171,78754,COLLISION,-97.526317,03/16/2019 05:00:06 PM +0000
50243,78728,COLLISION,-97.669623,03/16/2019 05:05:04 PM +0000
50354,78751,Crash Service,-97.661005,03/16/2019 07:15:04 PM +0000
50428,78756,Traffic Hazard,-97.753479,03/16/2019 05:30:05 PM +0000
50448,78728,TRFC HAZD/ DEBRIS,-97.636466,03/16/2019 05:30:05 PM +0000
50751,78757,Crash Urgent,-97.722082,03/16/2019 06:00:06 PM +0000
50752,78748,Crash Urgent,-97.808477,03/16/2019 06:15:05 PM +0000
50753,78712,Crash Service,-97.741906,03/16/2019 06:40:04 PM +0000
50754,78741,Crash Urgent,-97.759171,03/16/2019 07:20:05 PM +0000
50871,78751,Crash Service,-97.70153499999999,03/16/2019 05:55:03 PM +0000
50888,78752,Crash Urgent,-97.694587,03/16/2019 06:30:05 PM +0000
50889,78749,Crash Urgent,-97.875884,03/16/2019 07:55:03 PM +0000
50927,78754,COLLISION,-97.546501,03/16/2019 05:45:05 PM +0000
51133,78748,COLLISION,-97.76941500000001,03/16/2019 05:55:03 PM +0000
51134,78712,Crash Service,-97.736228,03/16/2019 06:45:04 PM +0000
51135,78728,Traffic Hazard,-97.671693,03/16/2019 07:25:03 PM +0000
51168,78701,Crash Service,-97.711611,03/16/2019 06:35:05 PM +0000
51199,78712,Crash Urgent,-97.74422,03/16/2019 08:55:03 PM +0000
51203,78728,Crash Urgent,-97.701347,03/16/2019 06:20:05 PM +0000
51204,78741,Crash Service,-97.77577,03/16/2019 07:10:03 PM +0000
51256,78749,Traffic Hazard,-97.830349,03/16/2019 06:45:04 PM +0000
51257,78726,COLLISION WITH INJURY,-97.84513299999999,03/16/2019 07:15:04 PM +0000
51308,78752,Crash Service,-97.649909,03/16/2019 08:55:03 PM +0000
51312,78747,LOOSE LIVESTOCK,-97.690185,03/16/2019 07:05:04 PM +0000
51326,78712,Crash Urgent,-97.74295,03/16/2019 09:10:04 PM +0000
51421,78729,Crash Urgent,-97.764859,03/16/2019 07:05:04 PM +0000
51422,78728,TRFC HAZD/ DEBRIS,-97.66696400000001,03/16/2019 07:25:03 PM +0000
51423,78729,Crash Urgent,-97.747138,03/16/2019 07:40:04 PM +0000
51436,78741,Crash Urgent,-97.777123,03/16/2019 08:30:05 PM +0000
51449,78712,Traffic Hazard,-97.762015,03/16/2019 07:30:05 PM +0000
51522,78745,TRFC HAZD/ DEBRIS,-97.81921,03/16/2019 07:20:05 PM +0000
51523,78749,Traffic Hazard,-97.849809,03/16/2019 07:55:03 PM +0000
51550,78751,Crash Service,-97.70724200000001,03/16/2019 08:15:05 PM +0000
51555,78756,Traffic Hazard,-97.728177,03/16/2019 07:45:05 PM +0000
51570,78756,Traffic Hazard,-97.748631,03/16/2019 08:00:08 PM +0000
52109,78712,Traffic Hazard,-97.687021,03/16/2019 07:40:04 PM +0000
52213,78701,Crash Urgent,-97.720249,03/16/2019 09:15:05 PM +0000
52360,78701,Crash Service,-97.802384,03/16/2019 08:05:04 PM +0000
52528,78756,Traffic Hazard,-97.772801,03/16/2019 08:05:04 PM +0000
52529,78751,Traffic Hazard,-97.70597,03/16/2019 08:00:08 PM +0000
52530,78742,COLLISION,-97.59330899999999,03/16/2019 08:00:08 PM +0000
52531,78728,Crash Urgent,-97.638453,03/16/2019 09:00:07 PM +0000
52603,78730,LOOSE LIVESTOCK,-97.933868,03/16/2019 08:25:04 PM +0000
52995,78745,Traffic Hazard,-97.82474300000001,03/16/2019 08:35:04 PM +0000
53019,78712,Crash Urgent,-97.736503,03/16/2019 08:35:04 PM +0000
53997,78712,Crash Urgent,-97.758521,03/16/2019 10:15:05 PM +0000
54080,78712,Traffic Hazard,-97.74518,03/16/2019 09:10:04 PM +0000
54557,78728,COLLISION,-97.665745,03/16/2019 08:55:03 PM +0000
54748,78701,Traffic Hazard,-97.794747,03/16/2019 09:00:07 PM +0000
54749,78728,COLLISION,-97.563744,03/16/2019 09:50:05 PM +0000
54973,78757,Traffic Hazard,-97.740188,03/16/2019 09:05:04 PM +0000
55335,78748,zSTALLED VEHICLE,-97.797708,03/16/2019 09:20:05 PM +0000
55592,78741,Crash Service,-97.762,03/16/2019 09:25:05 PM +0000
56479,78745,COLLISION,-97.820312,03/16/2019 09:45:04 PM +0000
57034,78728,Crash Urgent,-97.680371,03/16/2019 09:35:06 PM +0000
57111,78745,COLLISION,-97.820312,03/16/2019 09:35:06 PM +0000
58138,78712,Crash Service,-97.69095899999999,03/16/2019 10:50:04 PM +0000
58662,78751,Crash Service,-97.715845,03/16/2019 10:20:03 PM +0000
61813,78712,Crash Urgent,-97.741461,03/16/2019 11:10:04 PM +0000
61865,78712,Crash Urgent,-97.735384,03/16/2019 10:35:05 PM +0000
61869,78712,Crash Urgent,-97.73795600000001,03/17/2019 12:55:03 AM +0000
61870,78745,TRFC HAZD/ DEBRIS,-97.818416,03/17/2019 01:15:05 AM +0000
61873,78701,Crash Urgent,-97.757186,03/17/2019 02:25:04 AM +0000
61874,78701,Traffic Hazard,-97.745923,03/17/2019 03:45:05 AM +0000
61891,78756,Crash Service,-97.75036,03/16/2019 11:30:05 PM +0000
61903,78712,Traffic Hazard,-97.754751,03/17/2019 01:55:02 AM +0000
61904,78701,Crash Service,-97.790924,03/17/2019 02:15:05 AM +0000
61917,78745,COLLISN/ LVNG SCN,-97.824907,03/16/2019 10:45:05 PM +0000
61943,78712,Crash Service,-97.724252,03/16/2019 10:55:03 PM +0000
61946,78712,Crash Urgent,-97.734666,03/17/2019 03:15:05 AM +0000
61996,78701,Crash Urgent,-97.717244,03/16/2019 11:10:04 PM +0000
61997,78721,COLLISION,-97.62299499999999,03/17/2019 01:45:04 AM +0000
61998,78749,Traffic Hazard,-97.848457,03/17/2019 02:30:05 AM +0000
62008,78742,TRFC HAZD/ DEBRIS,-97.53235600000001,03/16/2019 11:25:03 PM +0000
62046,78745,Traffic Hazard,-97.824535,03/17/2019 12:15:05 AM +0000
62047,78752,Crash Service,-97.669876,03/17/2019 03:15:05 AM +0000
62070,78752,Crash Urgent,-97.683252,03/16/2019 11:50:04 PM +0000
62072,78752,TRFC HAZD/ DEBRIS,-97.591719,03/17/2019 12:15:05 AM +0000
62073,78754,TRFC HAZD/ DEBRIS,-97.578354,03/17/2019 12:15:05 AM +0000
62075,78712,Traffic Hazard,-97.755705,03/17/2019 02:00:07 AM +0000
62142,78752,Crash Urgent,-97.683252,03/16/2019 11:55:03 PM +0000
62143,78729,Crash Urgent,-97.747667,03/17/2019 01:10:04 AM +0000
62144,78757,Crash Urgent,-97.709168,03/17/2019 01:45:04 AM +0000
62185,78749,TRFC HAZD/ DEBRIS,-97.9111,03/17/2019 12:15:05 AM +0000
62186,78701,Traffic Hazard,-97.759576,03/17/2019 12:30:06 AM +0000
62188,78729,Crash Service,-97.794779,03/17/2019 01:55:02 AM +0000
62214,78748,Crash Service,-97.744157,03/17/2019 01:10:04 AM +0000
62220,78741,Crash Urgent,-97.692663,03/17/2019 05:15:05 AM +0000
62259,78751,Crash Urgent,-97.70844699999999,03/17/2019 02:05:04 AM +0000
62280,78728,Crash Urgent,-97.67522199999999,03/17/2019 02:30:05 AM +0000
62282,78752,Crash Service,-97.619422,03/17/2019 02:30:05 AM +0000
62283,78742,COLLISION WITH INJURY,-97.611818,03/17/2019 02:55:03 AM +0000
62285,78752,Crash Urgent,-97.69864100000001,03/17/2019 03:50:04 AM +0000
62323,78712,Traffic Hazard,-97.73650400000001,03/17/2019 02:40:04 AM +0000
62337,78712,Traffic Hazard,-97.758521,03/17/2019 02:40:04 AM +0000
62360,78728,COLLISION WITH INJURY,-97.68293,03/17/2019 03:30:05 AM +0000
62378,78712,Crash Urgent,-97.74654699999999,03/17/2019 02:40:04 AM +0000
62380,78712,Crash Urgent,-97.7382,03/17/2019 02:45:04 AM +0000
62428,78712,Crash Urgent,-97.746875,03/17/2019 04:40:03 AM +0000
62443,78748,Crash Urgent,-97.789085,03/17/2019 03:25:03 AM +0000
62444,78712,Traffic Hazard,-97.745871,03/17/2019 03:30:05 AM +0000
62445,78730,zSTALLED VEHICLE,-97.807384,03/17/2019 03:45:05 AM +0000
62458,78748,Traffic Hazard,-97.789771,03/17/2019 03:55:03 AM +0000
62522,78712,Crash Urgent,-97.73254399999999,03/17/2019 04:15:05 AM +0000
62563,78712,Crash Urgent,-97.73315,03/17/2019 04:55:03 AM +0000
62588,78733,COLLISION,-97.90835899999999,03/17/2019 05:10:04 AM +0000
62614,78712,Crash Urgent,-97.73721,03/17/2019 04:20:05 AM +0000
62615,78742,COLLISION,-97.646376,03/17/2019 06:55:03 AM +0000
62635,78712,Traffic Hazard,-97.743769,03/17/2019 04:40:03 AM +0000
62636,78712,Crash Urgent,-97.73899499999999,03/17/2019 04:55:03 AM +0000
62637,78754,COLLISION,-97.553072,03/17/2019 07:00:06 AM +0000
62640,78729,Crash Service,-97.793288,03/17/2019 07:45:04 AM +0000
62642,78742,Crash Urgent,-97.645059,03/17/2019 09:05:03 AM +0000
62659,78757,Traffic Hazard,-97.701663,03/17/2019 04:30:05 AM +0000
62660,78754,TRFC HAZD/ DEBRIS,-97.54535200000001,03/17/2019 04:35:05 AM +0000
62663,78754,COLLISION WITH INJURY,-97.553442,03/17/2019 08:15:05 AM +0000
62677,78712,Crash Urgent,-97.737098,03/17/2019 05:10:04 AM +0000
62678,78730,zSTALLED VEHICLE,-97.807384,03/17/2019 05:25:03 AM +0000
62679,78741,Crash Urgent,-97.698371,03/17/2019 08:30:05 AM +0000
62702,78728,Crash Urgent,-97.664726,03/17/2019 06:55:03 AM +0000
62731,78751,Crash Service,-97.69494,03/17/2019 07:15:04 AM +0000
62735,78701,Crash Urgent,-97.742623,03/17/2019 07:50:04 AM +0000
62754,78742,Traffic Hazard,-97.680371,03/17/2019 05:25:03 AM +0000
62755,78741,Traffic Hazard,-97.749661,03/17/2019 05:50:04 AM +0000
62789,78701,Traffic Hazard,-97.748561,03/17/2019 05:35:04 AM +0000
62790,78742,COLLISION,-97.642195,03/17/2019 09:05:03 AM +0000
62806,78745,Crash Service,-97.786128,03/17/2019 06:20:04 AM +0000
62813,78712,Crash Urgent,-97.712645,03/17/2019 08:30:05 AM +0000
62814,78712,Traffic Hazard,-97.765923,03/17/2019 10:40:04 AM +0000
62838,78728,Crash Urgent,-97.65735699999999,03/17/2019 05:50:04 AM +0000
62839,78712,Crash Service,-97.731798,03/17/2019 07:20:04 AM +0000
62840,78712,Crash Urgent,-97.736767,03/17/2019 08:25:04 AM +0000
62857,78741,Crash Service,-97.698371,03/17/2019 07:15:04 AM +0000
62858,78752,TRFC HAZD/ DEBRIS,-97.621369,03/17/2019 08:55:03 AM +0000
62886,78712,Crash Service,-97.742131,03/17/2019 09:15:05 AM +0000
62887,78712,Traffic Hazard,-97.76293100000001,03/17/2019 10:40:04 AM +0000
62888,78741,Crash Service,-97.683983,03/17/2019 12:25:03 PM +0000
62898,78751,Traffic Hazard,-97.705467,03/17/2019 09:15:05 AM +0000
62900,78752,Crash Urgent,-97.686374,03/17/2019 09:30:04 AM +0000
62917,78752,Traffic Hazard,-97.620267,03/17/2019 10:30:04 AM +0000
62955,78721,Traffic Hazard,-97.645551,03/17/2019 09:50:05 AM +0000
62969,78752,Crash Urgent,-97.676903,03/17/2019 09:55:03 AM +0000
62990,78751,COLLISION,-97.661804,03/17/2019 10:30:04 AM +0000
63012,78741,zSTALLED VEHICLE,-97.75488399999999,03/17/2019 10:50:04 AM +0000
63013,78752,Traffic Hazard,-97.697022,03/17/2019 11:45:04 AM +0000
