,ZipCode,Issue Reported,Longitude,Status Date
104880,78756,Traffic Hazard,-97.77371,03/02/2019 12:30:05 AM +0000
104881,78741,Crash Urgent,-97.767955,03/02/2019 01:35:03 AM +0000
104882,78703,Traffic Hazard,-97.80624499999999,03/02/2019 07:00:06 PM +0000
104883,78748,Crash Urgent,-97.79767700000001,03/02/2019 07:55:03 PM +0000
104884,78712,Crash Urgent,-97.736334,03/03/2019 04:00:05 PM +0000
104885,78734,COLLISION,-98.117046,03/03/2019 09:05:04 PM +0000
104886,78722,Crash Service,-97.67396,03/03/2019 09:45:04 PM +0000
104887,78754,LOOSE LIVESTOCK,-97.532862,03/03/2019 10:15:04 PM +0000
104888,78701,Crash Service,-97.769449,03/03/2019 10:25:03 PM +0000
104889,78729,Crash Service,-97.810734,03/04/2019 01:25:04 AM +0000
104890,78712,Traffic Hazard,-97.711449,03/04/2019 02:15:05 AM +0000
104891,78757,Traffic Hazard,-97.733349,03/04/2019 02:15:05 AM +0000
104892,78754,COLLISION,-97.546501,03/04/2019 02:25:03 AM +0000
104893,78730,Traffic Hazard,-97.84245899999999,03/04/2019 03:10:04 AM +0000
104894,78756,Traffic Hazard,-97.77431899999999,03/04/2019 03:55:03 AM +0000
104895,78741,Traffic Hazard,-97.71209499999999,03/04/2019 06:45:04 AM +0000
104896,78751,Crash Urgent,-97.688248,03/04/2019 09:05:03 AM +0000
104899,78701,zSTALLED VEHICLE,-97.788522,03/01/2019 06:40:04 AM +0000
104900,78742,COLLISION,-97.522944,03/01/2019 04:45:04 PM +0000
104901,78734,TRFC HAZD/ DEBRIS,-98.074586,03/02/2019 01:25:03 AM +0000
104902,78756,Traffic Hazard,-97.72975799999999,03/02/2019 07:30:05 PM +0000
104903,78730,COLLISION,-97.866917,03/03/2019 03:30:04 PM +0000
104904,78752,Traffic Hazard,-97.697022,03/03/2019 07:55:03 PM +0000
104905,78712,Crash Urgent,-97.749211,03/03/2019 08:00:05 PM +0000
104906,78712,Crash Service,-97.752526,03/03/2019 08:15:05 PM +0000
104907,78722,Traffic Hazard,-97.693487,03/03/2019 10:10:04 PM +0000
104908,78754,LOOSE LIVESTOCK,-97.51675300000001,03/03/2019 11:45:04 PM +0000
104909,78751,Crash Service,-97.714411,03/03/2019 11:50:04 PM +0000
104910,78712,Traffic Hazard,-97.733612,03/04/2019 02:30:04 AM +0000
104911,78756,zSTALLED VEHICLE,-97.74526800000001,03/04/2019 04:10:03 AM +0000
104912,78748,Crash Service,-97.788225,03/04/2019 08:50:05 AM +0000
104917,78729,Traffic Hazard,-97.78278,03/01/2019 06:55:03 AM +0000
104918,78730,Traffic Hazard,-97.84546800000001,03/01/2019 04:10:04 PM +0000
104919,78712,Traffic Hazard,-97.726743,03/02/2019 12:30:05 AM +0000
104920,78757,Crash Service,-97.719321,03/02/2019 12:50:05 AM +0000
104921,78748,TRFC HAZD/ DEBRIS,-97.731724,03/02/2019 01:00:06 AM +0000
104922,78742,COLLISION,-97.623823,03/02/2019 08:15:04 PM +0000
104923,78722,Crash Service,-97.705203,03/03/2019 03:45:04 PM +0000
104924,78748,Crash Urgent,-97.788605,03/03/2019 07:55:03 PM +0000
104925,78701,Traffic Hazard,-97.74508900000001,03/03/2019 08:00:05 PM +0000
104926,78741,COLLISION/PRIVATE PROPERTY,-97.690613,03/03/2019 10:35:05 PM +0000
104927,78749,Traffic Hazard,-97.86561999999999,03/04/2019 04:15:04 AM +0000
104928,78749,Traffic Hazard,-97.88196500000001,03/04/2019 04:25:04 AM +0000
104929,78752,Crash Service,-97.697022,03/04/2019 08:50:05 AM +0000
104930,78745,Traffic Hazard,-97.782124,03/04/2019 11:35:03 AM +0000
104931,78742,COLLISN/ LVNG SCN,-97.611818,03/04/2019 12:00:06 PM +0000
104932,78741,Crash Service,-97.746607,03/04/2019 04:40:04 PM +0000
104933,78751,Traffic Hazard,-97.69931899999999,03/04/2019 04:40:04 PM +0000
104934,78742,LOOSE LIVESTOCK,-97.500343,03/04/2019 06:05:04 PM +0000
104935,78751,Crash Urgent,-97.674601,03/04/2019 07:25:06 PM +0000
104936,78751,Traffic Hazard,-97.702688,03/04/2019 07:45:05 PM +0000
104937,78751,Crash Service,-97.705809,03/04/2019 08:35:05 PM +0000
104938,78712,Crash Service,-97.726965,03/04/2019 09:25:05 PM +0000
104939,78701,Crash Urgent,-97.769947,03/04/2019 09:30:04 PM +0000
104940,78742,Traffic Hazard,-97.68264599999999,03/04/2019 10:00:06 PM +0000
104944,78751,Traffic Hazard,-97.698227,03/01/2019 04:05:04 PM +0000
104945,78752,Crash Service,-97.674402,03/02/2019 01:05:03 AM +0000
104946,78751,Crash Urgent,-97.70818299999999,03/02/2019 01:15:05 AM +0000
104947,78751,Traffic Hazard,-97.693189,03/02/2019 08:00:05 PM +0000
104948,78724,LOOSE LIVESTOCK,-97.439707,03/03/2019 04:00:05 PM +0000
104949,78752,Traffic Hazard,-97.70100500000001,03/03/2019 04:15:05 PM +0000
104950,78728,VEHICLE FIRE,-97.66881,03/03/2019 08:30:05 PM +0000
104951,78712,Crash Service,-97.70394499999999,03/03/2019 09:00:05 PM +0000
104952,78728,Traffic Hazard,-97.668459,03/03/2019 11:00:05 PM +0000
104953,78752,zSTALLED VEHICLE,-97.686374,03/04/2019 05:00:06 AM +0000
104954,78729,zSTALLED VEHICLE,-97.757058,03/04/2019 10:55:03 AM +0000
104955,78756,Crash Urgent,-97.726336,03/04/2019 01:55:03 PM +0000
104956,78701,Crash Urgent,-97.73688800000001,03/04/2019 04:55:04 PM +0000
104957,78712,Traffic Hazard,-97.734873,03/04/2019 06:35:05 PM +0000
104958,78712,Traffic Hazard,-97.762054,03/04/2019 08:20:05 PM +0000
104959,78712,Crash Urgent,-97.747153,03/04/2019 09:10:04 PM +0000
104960,78728,Crash Urgent,-97.67034100000001,03/04/2019 09:40:04 PM +0000
104963,78726,Traffic Hazard,-97.854068,03/01/2019 04:10:04 PM +0000
104964,78752,Crash Service,-97.689619,03/01/2019 04:30:04 PM +0000
104965,78701,Crash Urgent,-97.768774,03/02/2019 04:00:05 AM +0000
104966,78752,Crash Service,-97.64859200000001,03/02/2019 04:10:03 AM +0000
104967,78749,Crash Service,-97.83623399999999,03/02/2019 08:55:04 PM +0000
104968,78712,Crash Urgent,-97.73648299999999,03/02/2019 09:30:05 PM +0000
104969,78712,Crash Service,-97.75708900000001,03/02/2019 09:40:04 PM +0000
104970,78701,Traffic Hazard,-97.802655,03/03/2019 04:00:05 PM +0000
104971,78712,Crash Urgent,-97.740737,03/03/2019 08:10:03 PM +0000
104972,78712,Traffic Hazard,-97.7492,03/03/2019 11:10:04 PM +0000
104973,78729,zSTALLED VEHICLE,-97.78659300000001,03/03/2019 11:10:04 PM +0000
104974,78742,LOOSE LIVESTOCK,-97.50493399999999,03/04/2019 12:40:05 AM +0000
104975,78701,Traffic Hazard,-97.763028,03/04/2019 11:35:03 AM +0000
104976,78747,COLLISION WITH INJURY,-97.694661,03/04/2019 12:45:03 PM +0000
104977,78751,Crash Service,-97.705315,03/04/2019 02:25:03 PM +0000
104978,78751,Traffic Hazard,-97.69827,03/04/2019 05:45:04 PM +0000
104979,78756,Crash Service,-97.74521,03/04/2019 05:50:05 PM +0000
104980,78757,Crash Urgent,-97.72757,03/04/2019 06:55:07 PM +0000
104981,78757,Crash Urgent,-97.72690899999999,03/04/2019 08:45:06 PM +0000
104982,78701,Traffic Hazard,-97.764844,03/04/2019 09:10:04 PM +0000
104983,78749,Traffic Hazard,-97.873685,03/04/2019 09:25:05 PM +0000
104984,78712,zSTALLED VEHICLE,-97.746875,03/04/2019 10:25:03 PM +0000
104985,78757,Traffic Hazard,-97.733909,03/01/2019 04:55:03 PM +0000
104986,78701,Crash Service,-97.767306,03/02/2019 02:10:04 AM +0000
104987,78748,Crash Urgent,-97.800543,03/02/2019 08:25:04 PM +0000
104988,78730,COLLISION,-97.868655,03/03/2019 04:10:04 PM +0000
104989,78729,Crash Urgent,-97.79684499999999,03/03/2019 05:00:05 PM +0000
104990,78730,COLLISION,-97.859201,03/03/2019 07:25:03 PM +0000
104991,78757,Traffic Hazard,-97.73448499999999,03/03/2019 09:00:05 PM +0000
104992,78712,Crash Service,-97.734859,03/03/2019 09:50:05 PM +0000
104993,78728,Crash Urgent,-97.667765,03/03/2019 11:45:04 PM +0000
104994,78712,Crash Service,-97.748426,03/04/2019 12:10:04 PM +0000
104995,78701,Traffic Hazard,-97.723855,03/04/2019 05:10:04 PM +0000
104996,78747,TRFC HAZD/ DEBRIS,-97.69645799999999,03/04/2019 05:55:04 PM +0000
104997,78745,Crash Urgent,-97.80484399999999,03/04/2019 09:00:07 PM +0000
104998,78726,TRFC HAZD/ DEBRIS,-97.89483,03/04/2019 09:10:04 PM +0000
104999,78745,Crash Service,-97.80690899999999,03/04/2019 09:25:05 PM +0000
105000,78729,Crash Service,-97.786592,03/04/2019 09:30:04 PM +0000
105001,78712,Crash Urgent,-97.746875,03/04/2019 09:45:05 PM +0000
105005,78757,Crash Urgent,-97.71911899999999,03/01/2019 04:30:04 PM +0000
105006,78751,Crash Service,-97.714164,03/01/2019 05:00:06 PM +0000
105007,78703,Traffic Hazard,-97.828456,03/02/2019 01:40:04 AM +0000
105008,78712,Traffic Hazard,-97.737571,03/02/2019 08:15:04 PM +0000
105009,78754,TRFC HAZD/ DEBRIS,-97.555963,03/03/2019 04:15:05 PM +0000
105010,78724,LOOSE LIVESTOCK,-97.49261,03/03/2019 11:35:05 PM +0000
105011,78756,Traffic Hazard,-97.776212,03/04/2019 12:45:03 PM +0000
105012,78741,Traffic Hazard,-97.744682,03/04/2019 05:15:05 PM +0000
105013,78754,LOOSE LIVESTOCK,-97.489676,03/04/2019 07:40:06 PM +0000
105014,78752,Traffic Hazard,-97.684431,03/04/2019 09:15:04 PM +0000
105015,78712,Crash Service,-97.756037,03/04/2019 10:00:06 PM +0000
105016,78741,Traffic Hazard,-97.778829,03/04/2019 10:10:03 PM +0000
105017,78712,Traffic Hazard,-97.742448,03/04/2019 10:10:03 PM +0000
105018,78712,Crash Urgent,-97.736959,03/04/2019 10:30:06 PM +0000
105019,78701,Crash Service,-97.771124,03/04/2019 10:55:03 PM +0000
105020,78729,Traffic Hazard,-97.790028,03/04/2019 10:55:03 PM +0000
105021,78751,Crash Service,-97.693735,03/04/2019 11:00:06 PM +0000
105022,78741,Crash Urgent,-97.70793499999999,03/04/2019 11:40:04 PM +0000
105023,78751,Crash Urgent,-97.70275699999999,03/04/2019 11:45:04 PM +0000
105024,78756,Traffic Hazard,-97.75099200000001,03/05/2019 12:00:06 AM +0000
105025,78729,Crash Urgent,-97.773423,03/05/2019 12:40:04 AM +0000
105026,78721,Crash Service,-97.66479100000001,03/05/2019 02:10:03 AM +0000
105027,78723,Traffic Hazard,-97.62440500000001,03/05/2019 03:00:06 AM +0000
105028,78712,Traffic Hazard,-97.721728,03/05/2019 03:15:04 AM +0000
105029,78752,Crash Service,-97.686374,03/05/2019 03:55:03 AM +0000
105030,78728,zSTALLED VEHICLE,-97.686689,03/05/2019 03:55:03 AM +0000
105031,78728,TRFC HAZD/ DEBRIS,-97.69494399999999,03/05/2019 08:45:04 AM +0000
105032,78729,Traffic Hazard,-97.742349,03/01/2019 04:40:04 PM +0000
105033,78754,TRFC HAZD/ DEBRIS,-97.555963,03/02/2019 01:25:03 AM +0000
105034,78712,Traffic Hazard,-97.730434,03/02/2019 02:45:04 AM +0000
105035,78751,Crash Service,-97.694703,03/02/2019 08:00:05 PM +0000
105036,78729,Traffic Hazard,-97.795098,03/03/2019 04:45:03 PM +0000
105037,78747,COLLISION/PRIVATE PROPERTY,-97.663234,03/03/2019 11:50:04 PM +0000
105038,78728,COLLISION WITH INJURY,-97.668837,03/04/2019 01:35:05 PM +0000
105039,78701,Traffic Hazard,-97.692153,03/04/2019 05:40:05 PM +0000
105040,78712,Traffic Hazard,-97.736469,03/04/2019 09:45:05 PM +0000
105041,78712,Crash Urgent,-97.719382,03/04/2019 10:50:04 PM +0000
105042,78754,COLLISION,-97.542232,03/04/2019 11:05:04 PM +0000
105043,78729,Crash Urgent,-97.773423,03/04/2019 11:15:05 PM +0000
105044,78728,COLLISN/ LVNG SCN,-97.66776999999999,03/05/2019 12:45:04 AM +0000
105045,78729,zSTALLED VEHICLE,-97.766568,03/05/2019 04:00:06 AM +0000
105046,78701,Crash Service,-97.74250699999999,03/05/2019 11:40:04 AM +0000
105055,78730,Traffic Hazard,-97.84546800000001,03/01/2019 04:40:04 PM +0000
105056,78741,Crash Service,-97.760701,03/01/2019 07:30:05 PM +0000
105057,78722,Crash Urgent,-97.693214,03/02/2019 01:35:03 AM +0000
105058,78741,Crash Urgent,-97.744682,03/02/2019 04:00:05 AM +0000
105059,78757,Crash Urgent,-97.735549,03/02/2019 08:05:04 PM +0000
105060,78712,Traffic Hazard,-97.728666,03/02/2019 08:15:04 PM +0000
105061,78712,Crash Service,-97.70032900000001,03/02/2019 08:20:04 PM +0000
105062,78728,Traffic Hazard,-97.67388100000001,03/02/2019 08:35:04 PM +0000
105063,78741,Crash Urgent,-97.767899,03/02/2019 09:10:04 PM +0000
105064,78730,TRFC HAZD/ DEBRIS,-97.920436,03/04/2019 12:00:07 AM +0000
105065,78749,zSTALLED VEHICLE,-97.870734,03/04/2019 12:55:04 PM +0000
105066,78756,zSTALLED VEHICLE,-97.721241,03/04/2019 05:25:05 PM +0000
105067,78748,Traffic Hazard,-97.833198,03/04/2019 05:25:05 PM +0000
105068,78756,Traffic Hazard,-97.714099,03/04/2019 10:25:03 PM +0000
105069,78752,zSTALLED VEHICLE,-97.668631,03/04/2019 10:55:03 PM +0000
105070,78701,Crash Urgent,-97.75397,03/05/2019 01:10:04 AM +0000
105071,78729,Traffic Hazard,-97.775717,03/05/2019 04:10:04 AM +0000
105072,78749,TRFC HAZD/ DEBRIS,-97.904446,03/05/2019 11:50:04 AM +0000
105073,78729,Traffic Hazard,-97.78681,03/05/2019 12:20:04 PM +0000
105074,78728,COLLISION,-97.667463,03/05/2019 01:00:05 PM +0000
105075,78754,TRFC HAZD/ DEBRIS,-97.572707,03/05/2019 01:55:03 PM +0000
105076,78703,COLLISION,-97.848771,03/05/2019 02:40:04 PM +0000
105077,78712,Crash Service,-97.686981,03/05/2019 03:00:08 PM +0000
105078,78729,Crash Service,-97.78755600000001,03/05/2019 03:15:05 PM +0000
105079,78742,Crash Service,-97.686826,03/05/2019 03:15:05 PM +0000
105080,78748,LOOSE LIVESTOCK,-97.78155,03/05/2019 04:50:05 PM +0000
105081,78701,Traffic Hazard,-97.763598,03/05/2019 05:15:06 PM +0000
105082,78745,Traffic Hazard,-97.794325,03/01/2019 05:25:03 PM +0000
105083,78745,Crash Urgent,-97.798223,03/02/2019 01:40:04 AM +0000
105084,78742,COLLISION,-97.603588,03/02/2019 01:45:04 AM +0000
105085,78745,Crash Urgent,-97.797687,03/02/2019 03:15:04 AM +0000
105086,78712,Crash Service,-97.734027,03/02/2019 08:40:05 PM +0000
105087,78754,LOOSE LIVESTOCK,-97.541614,03/02/2019 10:30:04 PM +0000
105088,78757,Crash Urgent,-97.721752,03/02/2019 10:30:04 PM +0000
105089,78742,LOOSE LIVESTOCK,-97.500098,03/04/2019 12:05:03 AM +0000
105090,78741,Crash Urgent,-97.715878,03/04/2019 02:10:04 PM +0000
105091,78757,Traffic Hazard,-97.70523,03/04/2019 05:40:05 PM +0000
105092,78701,Crash Service,-97.76921,03/04/2019 06:45:04 PM +0000
105093,78745,Traffic Hazard,-97.80369300000001,03/04/2019 11:00:06 PM +0000
105094,78742,TRFC HAZD/ DEBRIS,-97.578602,03/04/2019 11:10:04 PM +0000
105095,78729,Traffic Hazard,-97.750582,03/05/2019 12:45:04 AM +0000
105096,78748,zSTALLED VEHICLE,-97.801609,03/05/2019 04:25:04 AM +0000
105097,78742,COLLISION,-97.615886,03/05/2019 12:55:03 PM +0000
105098,78756,Traffic Hazard,-97.767155,03/05/2019 02:45:05 PM +0000
105099,78741,Crash Urgent,-97.712629,03/05/2019 03:05:05 PM +0000
105100,78741,zSTALLED VEHICLE,-97.7651,03/05/2019 03:15:05 PM +0000
105101,78756,Traffic Hazard,-97.756957,03/05/2019 03:20:06 PM +0000
105102,78728,TRFC HAZD/ DEBRIS,-97.6516,03/05/2019 03:20:06 PM +0000
105103,78712,Crash Urgent,-97.737027,03/05/2019 04:55:04 PM +0000
105104,78756,Traffic Hazard,-97.76143,03/05/2019 05:25:04 PM +0000
105105,78730,COLLISN/ LVNG SCN,-97.94164,03/05/2019 06:10:05 PM +0000
105106,78748,Crash Urgent,-97.781842,03/05/2019 06:10:05 PM +0000
105107,78712,Crash Urgent,-97.73216500000001,03/05/2019 06:40:04 PM +0000
105109,78757,Traffic Hazard,-97.74209499999999,03/01/2019 04:55:03 PM +0000
105110,78751,Crash Service,-97.703825,03/01/2019 07:30:05 PM +0000
105111,78749,Crash Urgent,-97.865957,03/02/2019 03:10:03 AM +0000
105112,78748,Crash Urgent,-97.78299799999999,03/02/2019 08:40:05 PM +0000
105113,78747,COLLISN/ LVNG SCN,-97.68775600000001,03/02/2019 08:45:04 PM +0000
105114,78712,Traffic Hazard,-97.735881,03/04/2019 01:50:04 PM +0000
105115,78742,COLLISION,-97.612611,03/04/2019 06:40:04 PM +0000
105116,78712,Traffic Hazard,-97.727476,03/04/2019 10:40:03 PM +0000
105117,78701,zSTALLED VEHICLE,-97.802464,03/05/2019 12:45:04 AM +0000
105118,78721,Crash Urgent,-97.669911,03/05/2019 01:55:03 AM +0000
105119,78749,Traffic Hazard,-97.866955,03/05/2019 04:40:04 AM +0000
105120,78748,Crash Service,-97.806797,03/05/2019 05:40:04 AM +0000
105121,78756,Crash Urgent,-97.73905500000001,03/05/2019 01:30:05 PM +0000
105122,78756,Crash Urgent,-97.734622,03/05/2019 02:00:06 PM +0000
105123,78701,Traffic Hazard,-97.765354,03/05/2019 03:15:05 PM +0000
105124,78701,Crash Urgent,-97.782202,03/05/2019 03:40:04 PM +0000
105125,78728,Crash Urgent,-97.696945,03/05/2019 04:30:05 PM +0000
105126,78728,TRFC HAZD/ DEBRIS,-97.583201,03/05/2019 05:20:06 PM +0000
105127,78701,Crash Service,-97.76213100000001,03/05/2019 05:30:05 PM +0000
105128,78729,Crash Urgent,-97.802539,03/05/2019 05:55:03 PM +0000
105129,78712,Crash Service,-97.73980300000001,03/05/2019 06:40:04 PM +0000
105130,78701,Crash Urgent,-97.72544599999999,03/05/2019 07:00:05 PM +0000
105131,78712,zSTALLED VEHICLE,-97.73839100000001,03/05/2019 07:55:05 PM +0000
105132,78701,Traffic Hazard,-97.722378,03/05/2019 08:30:04 PM +0000
105133,78728,COLLISION,-97.6528,03/05/2019 08:55:04 PM +0000
105134,78752,Crash Urgent,-97.686376,03/05/2019 09:35:06 PM +0000
105135,78745,COLLISION,-97.811003,03/02/2019 03:10:03 AM +0000
105136,78756,Traffic Hazard,-97.730896,03/02/2019 08:45:04 PM +0000
105137,78756,Traffic Hazard,-97.739508,03/04/2019 02:00:06 PM +0000
105138,78748,COLLISION WITH INJURY,-97.833077,03/04/2019 02:05:04 PM +0000
105139,78741,Traffic Hazard,-97.774792,03/04/2019 05:55:04 PM +0000
105140,78728,TRFC HAZD/ DEBRIS,-97.662841,03/04/2019 06:00:07 PM +0000
105141,78712,Crash Urgent,-97.705805,03/04/2019 06:15:04 PM +0000
105142,78729,zSTALLED VEHICLE,-97.725624,03/04/2019 10:30:06 PM +0000
105143,78749,Traffic Hazard,-97.836104,03/04/2019 10:45:05 PM +0000
105144,78712,Traffic Hazard,-97.737571,03/04/2019 10:45:05 PM +0000
105145,78726,COLLISION,-97.858334,03/04/2019 11:45:04 PM +0000
105146,78757,Traffic Hazard,-97.74597800000001,03/04/2019 11:45:04 PM +0000
105147,78751,Crash Service,-97.675877,03/05/2019 12:50:04 AM +0000
105148,78712,Crash Service,-97.722637,03/05/2019 01:20:05 AM +0000
105149,78712,Traffic Hazard,-97.765275,03/05/2019 06:10:03 AM +0000
105150,78751,TRFC HAZD/ DEBRIS,-97.658737,03/05/2019 01:00:05 PM +0000
105151,78701,Crash Service,-97.757959,03/05/2019 04:15:04 PM +0000
105152,78729,Traffic Hazard,-97.776392,03/05/2019 05:30:05 PM +0000
105153,78742,TRFC HAZD/ DEBRIS,-97.642248,03/05/2019 05:35:05 PM +0000
105154,78749,Traffic Hazard,-97.857077,03/05/2019 05:40:04 PM +0000
105155,78733,TRFC HAZD/ DEBRIS,-97.856193,03/05/2019 05:55:03 PM +0000
105156,78701,Crash Urgent,-97.78236,03/05/2019 06:10:05 PM +0000
105157,78712,zSTALLED VEHICLE,-97.740875,03/05/2019 06:30:05 PM +0000
105158,78721,Crash Urgent,-97.682285,03/05/2019 06:40:04 PM +0000
105159,78756,Traffic Hazard,-97.74395,03/05/2019 06:45:04 PM +0000
105160,78721,Traffic Hazard,-97.67991500000001,03/05/2019 08:35:06 PM +0000
105161,78728,Crash Urgent,-97.714161,03/05/2019 09:25:07 PM +0000
105162,78712,Crash Service,-97.737371,03/02/2019 02:10:04 AM +0000
105163,78712,Crash Urgent,-97.697744,03/02/2019 11:25:04 PM +0000
105164,78703,TRFC HAZD/ DEBRIS,-97.832178,03/04/2019 01:45:03 PM +0000
105165,78752,Traffic Hazard,-97.65564499999999,03/04/2019 04:30:06 PM +0000
105166,78756,Traffic Hazard,-97.76866700000001,03/04/2019 11:35:05 PM +0000
105167,78741,Traffic Hazard,-97.760986,03/05/2019 02:05:03 AM +0000
105168,78712,Crash Service,-97.751232,03/05/2019 05:15:04 AM +0000
105169,78749,Traffic Hazard,-97.84974100000001,03/05/2019 01:40:05 PM +0000
105170,78754,TRFC HAZD/ DEBRIS,-97.54433,03/05/2019 03:15:05 PM +0000
105171,78712,Traffic Hazard,-97.763318,03/05/2019 03:40:04 PM +0000
105172,78701,Crash Service,-97.718603,03/05/2019 04:05:04 PM +0000
105173,78751,BLOCKED DRIV/ HWY,-97.6605,03/05/2019 04:35:05 PM +0000
105174,78730,COLLISN/ LVNG SCN,-97.918719,03/05/2019 04:50:05 PM +0000
105175,78728,Crash Urgent,-97.64272,03/05/2019 05:25:04 PM +0000
105176,78757,Traffic Hazard,-97.74579,03/05/2019 05:35:05 PM +0000
105177,78742,COLLISION,-97.641328,03/05/2019 06:15:05 PM +0000
105178,78757,Traffic Hazard,-97.739871,03/05/2019 06:20:04 PM +0000
105179,78728,COLLISN/ LVNG SCN,-97.69614,03/05/2019 07:50:05 PM +0000
105180,78728,Crash Service,-97.697425,03/05/2019 08:10:05 PM +0000
105181,78757,Crash Service,-97.724115,03/05/2019 08:10:05 PM +0000
105182,78757,Crash Urgent,-97.724078,03/05/2019 08:20:05 PM +0000
105183,78729,Traffic Hazard,-97.80331,03/05/2019 08:20:05 PM +0000
105184,78751,Crash Service,-97.663014,03/05/2019 10:00:07 PM +0000
105185,78722,Crash Urgent,-97.669492,03/05/2019 10:10:06 PM +0000
105189,78712,Crash Urgent,-97.732788,03/02/2019 02:15:05 AM +0000
105190,78752,Crash Urgent,-97.69174699999999,03/02/2019 10:00:06 PM +0000
105191,78749,Crash Urgent,-97.83274,03/04/2019 01:50:04 PM +0000
105192,78749,Crash Urgent,-97.83341999999999,03/04/2019 03:35:05 PM +0000
105193,78712,Crash Urgent,-97.717781,03/05/2019 01:15:04 AM +0000
105194,78712,Traffic Hazard,-97.70394499999999,03/05/2019 01:15:04 AM +0000
105195,78729,Traffic Hazard,-97.736062,03/05/2019 01:15:04 AM +0000
105196,78726,Crash Urgent,-97.851075,03/05/2019 01:40:04 AM +0000
105197,78742,Traffic Hazard,-97.68329200000001,03/05/2019 06:30:04 AM +0000
105198,78725,COLLISION,-97.526904,03/05/2019 06:55:03 AM +0000
105199,78703,COLLISION/PRIVATE PROPERTY,-97.832084,03/05/2019 01:10:04 PM +0000
105200,78739,LOOSE LIVESTOCK,-97.860076,03/05/2019 01:15:04 PM +0000
105201,78751,Traffic Hazard,-97.707233,03/05/2019 03:45:05 PM +0000
105202,78712,Crash Service,-97.738848,03/05/2019 04:45:05 PM +0000
105203,78701,Crash Urgent,-97.769672,03/05/2019 05:25:04 PM +0000
105204,78751,Crash Urgent,-97.703772,03/05/2019 07:25:03 PM +0000
105205,78712,Traffic Hazard,-97.76007,03/05/2019 08:20:05 PM +0000
105206,78701,zSTALLED VEHICLE,-97.730036,03/05/2019 08:30:04 PM +0000
105207,78752,Traffic Hazard,-97.65355799999999,03/05/2019 09:00:05 PM +0000
105208,78712,Traffic Hazard,-97.687038,03/05/2019 09:25:07 PM +0000
105209,78729,Crash Service,-97.741507,03/05/2019 10:30:06 PM +0000
105210,78749,Crash Urgent,-97.873323,03/05/2019 10:35:09 PM +0000
105211,78728,zSTALLED VEHICLE,-97.680246,03/06/2019 12:40:04 AM +0000
105212,78712,Crash Urgent,-97.742817,03/06/2019 01:25:03 AM +0000
105213,78701,Traffic Hazard,-97.786929,03/06/2019 04:35:04 AM +0000
105214,78748,COLLISION,-97.83296800000001,03/06/2019 05:45:03 AM +0000
105215,78701,Crash Urgent,-97.76020799999999,03/06/2019 08:30:04 AM +0000
105216,78742,COLLISION,-97.538678,03/02/2019 03:05:04 AM +0000
105217,78754,Traffic Hazard,-97.580507,03/02/2019 11:55:03 PM +0000
105218,78722,Crash Service,-97.69341700000001,03/04/2019 02:15:05 PM +0000
105219,78751,zSTALLED VEHICLE,-97.715631,03/04/2019 11:35:05 PM +0000
105220,78728,COLLISION,-97.583875,03/05/2019 12:30:05 AM +0000
105221,78752,zSTALLED VEHICLE,-97.688007,03/05/2019 01:25:04 AM +0000
105222,78701,Crash Service,-97.758933,03/05/2019 01:40:04 AM +0000
105223,78728,Traffic Hazard,-97.654923,03/05/2019 06:55:03 AM +0000
105224,78749,Traffic Hazard,-97.866055,03/05/2019 02:45:05 PM +0000
105225,78749,COLLISION WITH INJURY,-97.9111,03/05/2019 05:25:04 PM +0000
105226,78728,Traffic Hazard,-97.690618,03/05/2019 07:25:03 PM +0000
105227,78741,Traffic Hazard,-97.768419,03/05/2019 07:40:04 PM +0000
105228,78701,COLLISION,-97.800506,03/05/2019 08:25:04 PM +0000
105229,78742,COLLISION,-97.58828199999999,03/05/2019 08:45:04 PM +0000
105230,78752,TRFC HAZD/ DEBRIS,-97.64859200000001,03/05/2019 09:25:07 PM +0000
105231,78752,Crash Service,-97.690484,03/05/2019 10:05:04 PM +0000
105232,78712,Crash Urgent,-97.762183,03/05/2019 10:45:06 PM +0000
105233,78756,Crash Service,-97.728726,03/05/2019 10:45:06 PM +0000
105234,78721,COLLISION,-97.63161,03/05/2019 11:10:03 PM +0000
105235,78701,Crash Urgent,-97.803848,03/06/2019 12:25:03 AM +0000
105236,78726,Crash Urgent,-97.85141800000001,03/06/2019 12:45:04 AM +0000
105237,78726,COLLISION,-97.85141800000001,03/06/2019 12:45:04 AM +0000
105238,78757,Traffic Hazard,-97.73460899999999,03/06/2019 05:15:03 AM +0000
105239,78742,zSTALLED VEHICLE,-97.624398,03/06/2019 05:45:03 AM +0000
105240,78757,zSTALLED VEHICLE,-97.724115,03/06/2019 07:45:04 AM +0000
105241,78739,TRFC HAZD/ DEBRIS,-97.916524,03/06/2019 10:45:04 AM +0000
105242,78729,Traffic Hazard,-97.816017,03/06/2019 12:40:04 PM +0000
105244,78741,Crash Service,-97.762,03/02/2019 02:40:03 AM +0000
105245,78749,Traffic Hazard,-97.870873,03/02/2019 09:45:04 PM +0000
105246,78751,Crash Service,-97.687606,03/04/2019 02:05:04 PM +0000
105247,78757,Traffic Hazard,-97.74059399999999,03/04/2019 02:20:05 PM +0000
